REGION,TECHNOLOGY,VALUE
RE1,NE_DEMRESELCAIR_PAR_LOW_URB,1.0
RE1,NE_DEMRESELCAIR_PAR_MID_RUR,1.0
RE1,NE_DEMRESELCAIR_PAR_MID_URB,1.0
RE1,NE_DEMRESELCAIR_POR_HIG_RUR,1.0
RE1,NE_DEMRESELCAIR_POR_HIG_URB,1.0
RE1,NE_DEMRESELCAIR_POR_LOW_RUR,1.0
RE1,NE_DEMRESELCAIR_POR_LOW_URB,1.0
RE1,NE_DEMRESELCAIR_POR_MID_RUR,1.0
RE1,NE_DEMRESELCAIR_POR_MID_URB,1.0
RE1,NE_DEMRESELCAIR_SPL_HIG_RUR,1.0
RE1,NE_DEMRESELCAIR_SPL_HIG_URB,1.0
RE1,NE_DEMRESELCAIR_SPL_LOW_RUR,1.0
RE1,NE_DEMRESELCAIR_SPL_LOW_URB,1.0
RE1,NE_DEMRESELCAIR_SPL_MID_RUR,1.0
RE1,NE_DEMRESELCAIR_SPL_MID_URB,1.0
RE1,NE_DEMRESELCCKN_HIG_RUR,1.0
RE1,NE_DEMRESELCCKN_HIG_URB,1.0
RE1,NE_DEMRESELCCKN_LOW_RUR,1.0
RE1,NE_DEMRESELCCKN_LOW_URB,1.0
RE1,NE_DEMRESELCCKN_MID_RUR,1.0
RE1,NE_DEMRESELCCKN_MID_URB,1.0
RE1,NE_DEMRESELCFAN_HIG_RUR,1.0
RE1,NE_DEMRESELCFAN_HIG_URB,1.0
RE1,NE_DEMRESELCFAN_LOW_RUR,1.0
RE1,NE_DEMRESELCFAN_LOW_URB,1.0
RE1,NE_DEMRESELCFAN_MID_RUR,1.0
RE1,NE_DEMRESELCFAN_MID_URB,1.0
RE1,NE_DEMRESELCILU_HIG_RUR,1.0
RE1,NE_DEMRESELCILU_HIG_URB,1.0
RE1,NE_DEMRESELCILU_INC_RUR,1.0
RE1,NE_DEMRESELCILU_INC_URB,1.0
RE1,NE_DEMRESELCILU_LFC_RUR,1.0
RE1,NE_DEMRESELCILU_LFC_URB,1.0
RE1,NE_DEMRESELCILU_LOW_RUR,1.0
RE1,NE_DEMRESELCILU_LOW_URB,1.0
RE1,NE_DEMRESELCILU_MID_RUR,1.0
RE1,NE_DEMRESELCILU_MID_URB,1.0
RE1,NE_DEMRESELCOTH_HIG_RUR,1.0
RE1,NE_DEMRESELCOTH_HIG_URB,1.0
RE1,NE_DEMRESELCOTH_LOW_RUR,1.0
RE1,NE_DEMRESELCOTH_LOW_URB,1.0
RE1,NE_DEMRESELCOTH_MID_RUR,1.0
RE1,NE_DEMRESELCOTH_MID_URB,1.0
RE1,NE_DEMRESELCREF_HIG_RUR,1.0
RE1,NE_DEMRESELCREF_HIG_URB,1.0
RE1,NE_DEMRESELCREF_LOW_RUR,1.0
RE1,NE_DEMRESELCREF_LOW_URB,1.0
RE1,NE_DEMRESELCREF_MID_RUR,1.0
RE1,NE_DEMRESELCREF_MID_URB,1.0
RE1,NE_DEMRESELCTV_CRT_RUR,1.0
RE1,NE_DEMRESELCTV_CRT_URB,1.0
RE1,NE_DEMRESELCTV_HIG_RUR,1.0
RE1,NE_DEMRESELCTV_HIG_URB,1.0
RE1,NE_DEMRESELCTV_LOW_RUR,1.0
RE1,NE_DEMRESELCTV_LOW_URB,1.0
RE1,NE_DEMRESELCTV_MID_RUR,1.0
RE1,NE_DEMRESELCTV_MID_URB,1.0
RE1,NE_DEMRESELCWHT_DUC_HIG_RUR,1.0
RE1,NE_DEMRESELCWHT_DUC_HIG_URB,1.0
RE1,NE_DEMRESELCWHT_DUC_LOW_RUR,1.0
RE1,NE_DEMRESELCWHT_DUC_LOW_URB,1.0
RE1,NE_DEMRESELCWHT_DUC_MID_RUR,1.0
RE1,NE_DEMRESELCWHT_DUC_MID_URB,1.0
RE1,NE_DEMRESELCWHT_PAS_HIG_RUR,1.0
RE1,NE_DEMRESELCWHT_PAS_HIG_URB,1.0
RE1,NE_DEMRESELCWHT_PAS_LOW_RUR,1.0
RE1,NE_DEMRESELCWHT_PAS_LOW_URB,1.0
RE1,NE_DEMRESELCWHT_PAS_MID_RUR,1.0
RE1,NE_DEMRESELCWHT_PAS_MID_URB,1.0
RE1,NE_DEMRESELCWHT_TAN_HIG_RUR,1.0
RE1,NE_DEMRESELCWHT_TAN_HIG_URB,1.0
RE1,NE_DEMRESELCWHT_TAN_LOW_RUR,1.0
RE1,NE_DEMRESELCWHT_TAN_LOW_URB,1.0
RE1,NE_DEMRESELCWHT_TAN_MID_RUR,1.0
RE1,NE_DEMRESELCWHT_TAN_MID_URB,1.0
RE1,NE_DEMRESELCWSH_HIG_RUR,1.0
RE1,NE_DEMRESELCWSH_HIG_URB,1.0
RE1,NE_DEMRESELCWSH_LOW_RUR,1.0
RE1,NE_DEMRESELCWSH_LOW_URB,1.0
RE1,NE_DEMRESELCWSH_MID_RUR,1.0
RE1,NE_DEMRESELCWSH_MID_URB,1.0
RE1,NE_DEMRESLPGCKN_HIG_RUR,1.0
RE1,NE_DEMRESLPGCKN_HIG_URB,1.0
RE1,NE_DEMRESLPGCKN_LOW_RUR,1.0
RE1,NE_DEMRESLPGCKN_LOW_URB,1.0
RE1,NE_DEMRESLPGCKN_MID_RUR,1.0
RE1,NE_DEMRESLPGCKN_MID_URB,1.0
RE1,NE_DEMRESNGSCKN_HIG_RUR,1.0
RE1,NE_DEMRESNGSCKN_HIG_URB,1.0
RE1,NE_DEMRESNGSCKN_LOW_RUR,1.0
RE1,NE_DEMRESNGSCKN_LOW_URB,1.0
RE1,NE_DEMRESNGSCKN_MID_RUR,1.0
RE1,NE_DEMRESNGSCKN_MID_URB,1.0
RE1,NE_DEMRESNGSWHT_FOR_HIG_RUR,1.0
RE1,NE_DEMRESNGSWHT_FOR_HIG_URB,1.0
RE1,NE_DEMRESNGSWHT_FOR_LOW_RUR,1.0
RE1,NE_DEMRESNGSWHT_FOR_LOW_URB,1.0
RE1,NE_DEMRESNGSWHT_FOR_MID_RUR,1.0
RE1,NE_DEMRESNGSWHT_FOR_MID_URB,1.0
RE1,NE_DEMRESNGSWHT_NAT_HIG_RUR,1.0
RE1,NE_DEMRESNGSWHT_NAT_HIG_URB,1.0
RE1,NE_DEMRESNGSWHT_NAT_LOW_RUR,1.0
RE1,NE_DEMRESNGSWHT_NAT_LOW_URB,1.0
RE1,NE_DEMRESNGSWHT_NAT_MID_RUR,1.0
RE1,NE_DEMRESNGSWHT_NAT_MID_URB,1.0
RE1,NE_DEMRESWOOCKN_HIG_RUR,1.0
RE1,NE_DEMRESWOOCKN_HIG_URB,1.0
RE1,NE_DEMRESWOOCKN_LOW_RUR,1.0
RE1,NE_DEMRESWOOCKN_LOW_URB,1.0
RE1,NE_DEMRESWOOCKN_MID_RUR,1.0
RE1,NE_DEMRESWOOCKN_MID_URB,1.0
RE1,NE_DEMRES_MEDPVA_URB,1.0
RE1,NE_DEMTERBGSCKN_HIG,1.0
RE1,NE_DEMTERBGSCKN_LOW,1.0
RE1,NE_DEMTERBGSCKN_MID,1.0
RE1,NE_DEMTERELCACL_HIG,1.0
RE1,NE_DEMTERELCACL_LOW,1.0
RE1,NE_DEMTERELCACL_MID,1.0
RE1,NE_DEMTERELCAIR_CEN_HIG,1.0
RE1,NE_DEMTERELCAIR_CEN_LOW,1.0
RE1,NE_DEMTERELCAIR_CEN_MID,1.0
RE1,NE_DEMTERELCAIR_SPL_HIG,1.0
RE1,NE_DEMTERELCAIR_SPL_LOW,1.0
RE1,NE_DEMTERELCAIR_SPL_MID,1.0
RE1,NE_DEMTERELCCKN_HIG,1.0
RE1,NE_DEMTERELCCKN_LOW,1.0
RE1,NE_DEMTERELCCKN_MID,1.0
RE1,NE_DEMTERELCDATA,1.0
RE1,NE_DEMTERELCFAN_HIG,1.0
RE1,NE_DEMTERELCFAN_LOW,1.0
RE1,NE_DEMTERELCFAN_MID,1.0
RE1,NE_DEMTERELCILU_CIA,1.0
RE1,NE_DEMTERELCILU_HAL,1.0
RE1,NE_DEMTERELCILU_HIG,1.0
RE1,NE_DEMTERELCILU_LFC,1.0
RE1,NE_DEMTERELCILU_LOW,1.0
RE1,NE_DEMTERELCILU_MID,1.0
RE1,NE_DEMTERELCILU_VAP,1.0
RE1,NE_DEMTERELCMPW_HIG,1.0
RE1,NE_DEMTERELCMPW_LOW,1.0
RE1,NE_DEMTERELCMPW_MID,1.0
RE1,NE_DEMTERELCOTH_HIG,1.0
RE1,NE_DEMTERELCOTH_LOW,1.0
RE1,NE_DEMTERELCOTH_MID,1.0
RE1,NE_DEMTERELCREF_AUC_HIG,1.0
RE1,NE_DEMTERELCREF_AUC_LOW,1.0
RE1,NE_DEMTERELCREF_AUC_MID,1.0
RE1,NE_DEMTERELCREF_CEN_HIG,1.0
RE1,NE_DEMTERELCREF_CEN_LOW,1.0
RE1,NE_DEMTERELCREF_CEN_MID,1.0
RE1,NE_DEMTERLPGCKN_HIG,1.0
RE1,NE_DEMTERLPGCKN_LOW,1.0
RE1,NE_DEMTERLPGCKN_MID,1.0
RE1,NE_DEMTERNGSCKN_HIG,1.0
RE1,NE_DEMTERNGSCKN_LOW,1.0
RE1,NE_DEMTERNGSCKN_MID,1.0
RE1,NE_DEMTRADSLBOT,1.0
RE1,NE_DEMTRADSLBUS_ART,1.0
RE1,NE_DEMTRADSLBUS_BIA,1.0
RE1,NE_DEMTRADSLBUS_IMU,1.0
RE1,NE_DEMTRADSLBUS_URB,1.0
RE1,NE_DEMTRADSLFWD,1.0
RE1,NE_DEMTRADSLLDV,1.0
RE1,NE_DEMTRADSLMIC,1.0
RE1,NE_DEMTRADSLSTT,1.0
RE1,NE_DEMTRADSLTAX,1.0
RE1,NE_DEMTRADSLTCK_C2P,1.0
RE1,NE_DEMTRADSLTCK_CSG,1.0
RE1,NE_DEMTRAELCBOT,1.0
RE1,NE_DEMTRAELCBUS_ART,1.0
RE1,NE_DEMTRAELCBUS_BIA,1.0
RE1,NE_DEMTRAELCBUS_IMU,1.0
RE1,NE_DEMTRAELCBUS_URB,1.0
RE1,NE_DEMTRAELCFWD,1.0
RE1,NE_DEMTRAELCLDV,1.0
RE1,NE_DEMTRAELCMIC,1.0
RE1,NE_DEMTRAELCMTC,1.0
RE1,NE_DEMTRAELCSTT,1.0
RE1,NE_DEMTRAELCTAX,1.0
RE1,NE_DEMTRAELCTCK_C2P,1.0
RE1,NE_DEMTRAELCTCK_CSG,1.0
RE1,NE_DEMTRAGSLBOT,1.0
RE1,NE_DEMTRAGSLBUS_IMU,1.0
RE1,NE_DEMTRAGSLBUS_URB,1.0
RE1,NE_DEMTRAGSLFWD,1.0
RE1,NE_DEMTRAGSLLDV,1.0
RE1,NE_DEMTRAGSLMIC,1.0
RE1,NE_DEMTRAGSLMTC,1.0
RE1,NE_DEMTRAGSLSTT,1.0
RE1,NE_DEMTRAGSLTAX,1.0
RE1,NE_DEMTRAGSLTCK_C2P,1.0
RE1,NE_DEMTRAHDGBUS_IMU,1.0
RE1,NE_DEMTRAHDGBUS_URB,1.0
RE1,NE_DEMTRAHDGFWD,1.0
RE1,NE_DEMTRAHDGLDV,1.0
RE1,NE_DEMTRAHDGMIC,1.0
RE1,NE_DEMTRAHDGSTT,1.0
RE1,NE_DEMTRAHDGTAX,1.0
RE1,NE_DEMTRAHDGTCK_CSG,1.0
RE1,NE_DEMTRAHEVFWD,1.0
RE1,NE_DEMTRAHEVLDV,1.0
RE1,NE_DEMTRAJETAVI,1.0
RE1,NE_DEMTRAJETSAFAVI,1.0
RE1,NE_DEMTRANGSBUS_ART,1.0
RE1,NE_DEMTRANGSBUS_BIA,1.0
RE1,NE_DEMTRANGSBUS_IMU,1.0
RE1,NE_DEMTRANGSBUS_URB,1.0
RE1,NE_DEMTRANGSFWD,1.0
RE1,NE_DEMTRANGSLDV,1.0
RE1,NE_DEMTRANGSMIC,1.0
RE1,NE_DEMTRANGSSTT,1.0
RE1,NE_DEMTRANGSTAX,1.0
RE1,NE_DEMTRANGSTCK_C2P,1.0
RE1,NE_DEMTRANGSTCK_CSG,1.0
RE1,NE_DEMTRAPHEVFWD,1.0
RE1,NE_DEMTRAPHEVLDV,1.0
RE1,NE_DEMTRAPHEVTAX,1.0
RE1,NE_MINAFR,1.0
RE1,NE_MINCOA,1.0
RE1,NE_MINNGS,1.0
RE1,NE_MINOIL_1LIV,1.0
RE1,NE_MINOIL_2MED,1.0
RE1,NE_MINOIL_3PES,1.0
RE1,NE_MINOPL,1.0
RE1,NE_MINWAS,1.0
RE1,NE_MINWAS_ORG,1.0
RE1,NE_MINWOO,1.0
RE1,NE_PWRAFR,1.0
RE1,NE_PWRBGS,1.0
RE1,NE_PWRCOA,1.0
RE1,NE_PWRCOACCS,1.0
RE1,NE_PWRDIST,1.0
RE1,NE_PWRGEO,1.0
RE1,NE_PWRHYDDAM,1.0
RE1,NE_PWRHYDROR,1.0
RE1,NE_PWRNGSCCS,1.0
RE1,NE_PWRNGS_CC,1.0
RE1,NE_PWRNGS_CS,1.0
RE1,NE_PWRSOLRTP,1.0
RE1,NE_PWRSOLUGE,1.0
RE1,NE_PWRSOLUGE_BAT,1.0
RE1,NE_PWRSOLUPE,1.0
RE1,NE_PWRTRN,1.0
RE1,NE_PWRWAS,1.0
RE1,NE_TYDBDL,1.0
RE1,NE_TYDBET,1.0
RE1,NE_TYDDSL,1.0
RE1,NE_TYDGSL,1.0
RE1,NE_TYDJET,1.0
RE1,NE_TYDLPG,1.0
RE1,NE_TYDNGS,1.0
RE1,NE_UPSALK,1.0
RE1,NE_UPSBDB,1.0
RE1,NE_UPSBDL,1.0
RE1,NE_UPSBGB,1.0
RE1,NE_UPSBGS,1.0
RE1,NE_UPSBJS,1.0
RE1,NE_UPSBMET,1.0
RE1,NE_UPSBMETL,1.0
RE1,NE_UPSEVC,1.0
RE1,NE_UPSEV_FC,1.0
RE1,NE_UPSHDGRST,1.0
RE1,NE_UPSPEM,1.0
RE1,NE_UPSREF,1.0
RE1,NE_UPSSAF,1.0
RE1,NE_UPSSMR,1.0
RE1,NE_UPSSMRCCS,1.0
RE1,OR_BACKSTOP_AGFELC,1.0
RE1,OR_BACKSTOP_AGFHEA,1.0
RE1,OR_BACKSTOP_INDCLIM,1.0
RE1,OR_BACKSTOP_INDDHT,1.0
RE1,OR_BACKSTOP_INDIHT,1.0
RE1,OR_BACKSTOP_INDILU,1.0
RE1,OR_BACKSTOP_INDMPW,1.0
RE1,OR_BACKSTOP_INDOTH_COA,1.0
RE1,OR_BACKSTOP_INDOTH_ELC,1.0
RE1,OR_BACKSTOP_INDREF,1.0
RE1,OR_BACKSTOP_NSEELC,1.0
RE1,OR_BACKSTOP_RESCLIM_RUR,1.0
RE1,OR_BACKSTOP_RESCLIM_URB,1.0
RE1,OR_BACKSTOP_RESDHT_RUR,1.0
RE1,OR_BACKSTOP_RESDHT_URB,1.0
RE1,OR_BACKSTOP_RESILU_RUR,1.0
RE1,OR_BACKSTOP_RESILU_URB,1.0
RE1,OR_BACKSTOP_RESOTH_RUR,1.0
RE1,OR_BACKSTOP_RESOTH_URB,1.0
RE1,OR_BACKSTOP_RESREF_RUR,1.0
RE1,OR_BACKSTOP_RESREF_URB,1.0
RE1,OR_BACKSTOP_RESTV_RUR,1.0
RE1,OR_BACKSTOP_RESTV_URB,1.0
RE1,OR_BACKSTOP_RESWHT_RUR,1.0
RE1,OR_BACKSTOP_RESWHT_URB,1.0
RE1,OR_BACKSTOP_RESWSH_RUR,1.0
RE1,OR_BACKSTOP_RESWSH_URB,1.0
RE1,OR_BACKSTOP_TERCLIM_CEN,1.0
RE1,OR_BACKSTOP_TERCLIM_FAN,1.0
RE1,OR_BACKSTOP_TERCLIM_SPL,1.0
RE1,OR_BACKSTOP_TERDHT,1.0
RE1,OR_BACKSTOP_TERIHT,1.0
RE1,OR_BACKSTOP_TERILU,1.0
RE1,OR_BACKSTOP_TERMPW,1.0
RE1,OR_BACKSTOP_TEROTH,1.0
RE1,OR_BACKSTOP_TERREF_AUC,1.0
RE1,OR_BACKSTOP_TERREF_CEN,1.0
RE1,OR_BACKSTOP_TRAAVI,1.0
RE1,OR_BACKSTOP_TRABUS,1.0
RE1,OR_BACKSTOP_TRAFWD,1.0
RE1,OR_BACKSTOP_TRALDV,1.0
RE1,OR_BACKSTOP_TRAMAS,1.0
RE1,OR_BACKSTOP_TRAMET,1.0
RE1,OR_BACKSTOP_TRAMIC,1.0
RE1,OR_BACKSTOP_TRAMTC,1.0
RE1,OR_BACKSTOP_TRARVT,1.0
RE1,OR_BACKSTOP_TRASTT,1.0
RE1,OR_BACKSTOP_TRATAX,1.0
RE1,OR_BACKSTOP_TRATCK,1.0
RE1,OR_DEMAGFDSL,1.0
RE1,OR_DEMAGFELC,1.0
RE1,OR_DEMAGFGSL,1.0
RE1,OR_DEMAGFNGS,1.0
RE1,OR_DEMAGFWOO,1.0
RE1,OR_DEMCONSDSL,1.0
RE1,OR_DEMCONSELC,1.0
RE1,OR_DEMCONSGSL,1.0
RE1,OR_DEMCONSNGS,1.0
RE1,OR_DEMCOQDSL,1.0
RE1,OR_DEMCOQELC,1.0
RE1,OR_DEMCOQGSL,1.0
RE1,OR_DEMINDAUTBOI,1.0
RE1,OR_DEMINDAUTFUR,1.0
RE1,OR_DEMINDBAGBOI_HIG,1.0
RE1,OR_DEMINDBAGBOI_LOW,1.0
RE1,OR_DEMINDBAGBOI_MID,1.0
RE1,OR_DEMINDBAGFURCCS,1.0
RE1,OR_DEMINDBAGFUR_HIG,1.0
RE1,OR_DEMINDBAGFUR_LOW,1.0
RE1,OR_DEMINDBAGFUR_MID,1.0
RE1,OR_DEMINDBGSBOI_HIG,1.0
RE1,OR_DEMINDBGSBOI_LOW,1.0
RE1,OR_DEMINDBGSBOI_MID,1.0
RE1,OR_DEMINDBGSFUR_HIG,1.0
RE1,OR_DEMINDBGSFUR_LOW,1.0
RE1,OR_DEMINDBGSFUR_MID,1.0
RE1,OR_DEMINDCOABOI_HIG,1.0
RE1,OR_DEMINDCOABOI_LOW,1.0
RE1,OR_DEMINDCOABOI_MID,1.0
RE1,OR_DEMINDCOAFUR_HIG,1.0
RE1,OR_DEMINDCOAFUR_LOW,1.0
RE1,OR_DEMINDCOAFUR_MID,1.0
RE1,OR_DEMINDCOAOTH_LOW,1.0
RE1,OR_DEMINDDSLBOI_HIG,1.0
RE1,OR_DEMINDDSLBOI_LOW,1.0
RE1,OR_DEMINDDSLBOI_MID,1.0
RE1,OR_DEMINDDSLFUR_HIG,1.0
RE1,OR_DEMINDDSLFUR_LOW,1.0
RE1,OR_DEMINDDSLFUR_MID,1.0
RE1,OR_DEMINDELCAIR_HIG,1.0
RE1,OR_DEMINDELCAIR_LOW,1.0
RE1,OR_DEMINDELCAIR_MID,1.0
RE1,OR_DEMINDELCBOI_HIG,1.0
RE1,OR_DEMINDELCBOI_LOW,1.0
RE1,OR_DEMINDELCBOI_MID,1.0
RE1,OR_DEMINDELCFUR_HIG,1.0
RE1,OR_DEMINDELCFUR_LOW,1.0
RE1,OR_DEMINDELCFUR_MID,1.0
RE1,OR_DEMINDELCILU_HIG,1.0
RE1,OR_DEMINDELCILU_LOW,1.0
RE1,OR_DEMINDELCILU_MID,1.0
RE1,OR_DEMINDELCMPW_HIG,1.0
RE1,OR_DEMINDELCMPW_LOW,1.0
RE1,OR_DEMINDELCMPW_MID,1.0
RE1,OR_DEMINDELCOTH_HIG,1.0
RE1,OR_DEMINDELCOTH_LOW,1.0
RE1,OR_DEMINDELCOTH_MID,1.0
RE1,OR_DEMINDELCREF_HIG,1.0
RE1,OR_DEMINDELCREF_LOW,1.0
RE1,OR_DEMINDELCREF_MID,1.0
RE1,OR_DEMINDHDGBOI_HIG,1.0
RE1,OR_DEMINDHDGBOI_LOW,1.0
RE1,OR_DEMINDLPGBOI_HIG,1.0
RE1,OR_DEMINDLPGBOI_LOW,1.0
RE1,OR_DEMINDLPGBOI_MID,1.0
RE1,OR_DEMINDLPGFUR_HIG,1.0
RE1,OR_DEMINDLPGFUR_LOW,1.0
RE1,OR_DEMINDLPGFUR_MID,1.0
RE1,OR_DEMINDNGSBOI_HIG,1.0
RE1,OR_DEMINDNGSBOI_LOW,1.0
RE1,OR_DEMINDNGSBOI_MID,1.0
RE1,OR_DEMINDNGSFURCSS,1.0
RE1,OR_DEMINDNGSFUR_HIG,1.0
RE1,OR_DEMINDNGSFUR_LOW,1.0
RE1,OR_DEMINDNGSFUR_MID,1.0
RE1,OR_DEMINDWASBOI_HIG,1.0
RE1,OR_DEMINDWASBOI_LOW,1.0
RE1,OR_DEMINDWASBOI_MID,1.0
RE1,OR_DEMINDWASFUR_HIG,1.0
RE1,OR_DEMINDWASFUR_LOW,1.0
RE1,OR_DEMINDWASFUR_MID,1.0
RE1,OR_DEMMINIDSL,1.0
RE1,OR_DEMMINIELC,1.0
RE1,OR_DEMMINIGSL,1.0
RE1,OR_DEMMININGS,1.0
RE1,OR_DEMNGSAUT,1.0
RE1,OR_DEMNSEELC,1.0
RE1,OR_DEMRESBGSCKN_MID_RUR,1.0
RE1,OR_DEMRESELCAIR_PAR_HIG_RUR,1.0
RE1,OR_DEMRESELCAIR_PAR_HIG_URB,1.0
RE1,OR_DEMRESELCAIR_PAR_LOW_RUR,1.0
RE1,OR_DEMRESELCAIR_PAR_LOW_URB,1.0
RE1,OR_DEMRESELCAIR_PAR_MID_RUR,1.0
RE1,OR_DEMRESELCAIR_PAR_MID_URB,1.0
RE1,OR_DEMRESELCAIR_POR_HIG_RUR,1.0
RE1,OR_DEMRESELCAIR_POR_HIG_URB,1.0
RE1,OR_DEMRESELCAIR_POR_LOW_RUR,1.0
RE1,OR_DEMRESELCAIR_POR_LOW_URB,1.0
RE1,OR_DEMRESELCAIR_POR_MID_RUR,1.0
RE1,OR_DEMRESELCAIR_POR_MID_URB,1.0
RE1,OR_DEMRESELCAIR_SPL_HIG_RUR,1.0
RE1,OR_DEMRESELCAIR_SPL_HIG_URB,1.0
RE1,OR_DEMRESELCAIR_SPL_LOW_RUR,1.0
RE1,OR_DEMRESELCAIR_SPL_LOW_URB,1.0
RE1,OR_DEMRESELCAIR_SPL_MID_RUR,1.0
RE1,OR_DEMRESELCAIR_SPL_MID_URB,1.0
RE1,OR_DEMRESELCCKN_HIG_RUR,1.0
RE1,OR_DEMRESELCCKN_HIG_URB,1.0
RE1,OR_DEMRESELCCKN_LOW_RUR,1.0
RE1,OR_DEMRESELCCKN_LOW_URB,1.0
RE1,OR_DEMRESELCCKN_MID_RUR,1.0
RE1,OR_DEMRESELCCKN_MID_URB,1.0
RE1,OR_DEMRESELCFAN_HIG_RUR,1.0
RE1,OR_DEMRESELCFAN_HIG_URB,1.0
RE1,OR_DEMRESELCFAN_LOW_RUR,1.0
RE1,OR_DEMRESELCFAN_LOW_URB,1.0
RE1,OR_DEMRESELCFAN_MID_RUR,1.0
RE1,OR_DEMRESELCFAN_MID_URB,1.0
RE1,OR_DEMRESELCILU_HIG_RUR,1.0
RE1,OR_DEMRESELCILU_HIG_URB,1.0
RE1,OR_DEMRESELCILU_INC_RUR,1.0
RE1,OR_DEMRESELCILU_INC_URB,1.0
RE1,OR_DEMRESELCILU_LFC_RUR,1.0
RE1,OR_DEMRESELCILU_LFC_URB,1.0
RE1,OR_DEMRESELCILU_LOW_RUR,1.0
RE1,OR_DEMRESELCILU_LOW_URB,1.0
RE1,OR_DEMRESELCILU_MID_RUR,1.0
RE1,OR_DEMRESELCILU_MID_URB,1.0
RE1,OR_DEMRESELCOTH_HIG_RUR,1.0
RE1,OR_DEMRESELCOTH_HIG_URB,1.0
RE1,OR_DEMRESELCOTH_LOW_RUR,1.0
RE1,OR_DEMRESELCOTH_LOW_URB,1.0
RE1,OR_DEMRESELCOTH_MID_RUR,1.0
RE1,OR_DEMRESELCOTH_MID_URB,1.0
RE1,OR_DEMRESELCREF_HIG_RUR,1.0
RE1,OR_DEMRESELCREF_HIG_URB,1.0
RE1,OR_DEMRESELCREF_LOW_RUR,1.0
RE1,OR_DEMRESELCREF_LOW_URB,1.0
RE1,OR_DEMRESELCREF_MID_RUR,1.0
RE1,OR_DEMRESELCREF_MID_URB,1.0
RE1,OR_DEMRESELCTV_CRT_RUR,1.0
RE1,OR_DEMRESELCTV_CRT_URB,1.0
RE1,OR_DEMRESELCTV_HIG_RUR,1.0
RE1,OR_DEMRESELCTV_HIG_URB,1.0
RE1,OR_DEMRESELCTV_LOW_RUR,1.0
RE1,OR_DEMRESELCTV_LOW_URB,1.0
RE1,OR_DEMRESELCTV_MID_RUR,1.0
RE1,OR_DEMRESELCTV_MID_URB,1.0
RE1,OR_DEMRESELCWHT_DUC_HIG_RUR,1.0
RE1,OR_DEMRESELCWHT_DUC_HIG_URB,1.0
RE1,OR_DEMRESELCWHT_DUC_LOW_RUR,1.0
RE1,OR_DEMRESELCWHT_DUC_LOW_URB,1.0
RE1,OR_DEMRESELCWHT_DUC_MID_RUR,1.0
RE1,OR_DEMRESELCWHT_DUC_MID_URB,1.0
RE1,OR_DEMRESELCWHT_PAS_HIG_RUR,1.0
RE1,OR_DEMRESELCWHT_PAS_HIG_URB,1.0
RE1,OR_DEMRESELCWHT_PAS_LOW_RUR,1.0
RE1,OR_DEMRESELCWHT_PAS_LOW_URB,1.0
RE1,OR_DEMRESELCWHT_PAS_MID_RUR,1.0
RE1,OR_DEMRESELCWHT_PAS_MID_URB,1.0
RE1,OR_DEMRESELCWHT_TAN_HIG_RUR,1.0
RE1,OR_DEMRESELCWHT_TAN_HIG_URB,1.0
RE1,OR_DEMRESELCWHT_TAN_LOW_RUR,1.0
RE1,OR_DEMRESELCWHT_TAN_LOW_URB,1.0
RE1,OR_DEMRESELCWHT_TAN_MID_RUR,1.0
RE1,OR_DEMRESELCWHT_TAN_MID_URB,1.0
RE1,OR_DEMRESELCWSH_HIG_RUR,1.0
RE1,OR_DEMRESELCWSH_HIG_URB,1.0
RE1,OR_DEMRESELCWSH_LOW_RUR,1.0
RE1,OR_DEMRESELCWSH_LOW_URB,1.0
RE1,OR_DEMRESELCWSH_MID_RUR,1.0
RE1,OR_DEMRESELCWSH_MID_URB,1.0
RE1,OR_DEMRESLPGCKN_HIG_RUR,1.0
RE1,OR_DEMRESLPGCKN_HIG_URB,1.0
RE1,OR_DEMRESLPGCKN_LOW_RUR,1.0
RE1,OR_DEMRESLPGCKN_LOW_URB,1.0
RE1,OR_DEMRESLPGCKN_MID_RUR,1.0
RE1,OR_DEMRESLPGCKN_MID_URB,1.0
RE1,OR_DEMRESNGSCKN_HIG_RUR,1.0
RE1,OR_DEMRESNGSCKN_HIG_URB,1.0
RE1,OR_DEMRESNGSCKN_LOW_RUR,1.0
RE1,OR_DEMRESNGSCKN_LOW_URB,1.0
RE1,OR_DEMRESNGSCKN_MID_RUR,1.0
RE1,OR_DEMRESNGSCKN_MID_URB,1.0
RE1,OR_DEMRESNGSWHT_FOR_HIG_RUR,1.0
RE1,OR_DEMRESNGSWHT_FOR_HIG_URB,1.0
RE1,OR_DEMRESNGSWHT_FOR_LOW_RUR,1.0
RE1,OR_DEMRESNGSWHT_FOR_LOW_URB,1.0
RE1,OR_DEMRESNGSWHT_FOR_MID_RUR,1.0
RE1,OR_DEMRESNGSWHT_FOR_MID_URB,1.0
RE1,OR_DEMRESNGSWHT_NAT_HIG_RUR,1.0
RE1,OR_DEMRESNGSWHT_NAT_HIG_URB,1.0
RE1,OR_DEMRESNGSWHT_NAT_LOW_RUR,1.0
RE1,OR_DEMRESNGSWHT_NAT_LOW_URB,1.0
RE1,OR_DEMRESNGSWHT_NAT_MID_RUR,1.0
RE1,OR_DEMRESNGSWHT_NAT_MID_URB,1.0
RE1,OR_DEMRESWOOCKN_HIG_RUR,1.0
